example_path,param_id,midi_note,f0,split
examples/0000006_028.pt,6,28,41.20344461410875,train
examples/0000006_035.pt,6,35,61.7354126570155,train
examples/0000006_042.pt,6,42,92.4986056779086,train
examples/0000006_049.pt,6,49,138.59131548843604,train
examples/0000006_056.pt,6,56,207.65234878997256,train
examples/0000006_063.pt,6,63,311.1269837220809,train
examples/0000006_070.pt,6,70,466.1637615180899,train
examples/0000006_077.pt,6,77,698.4564628660078,train
examples/0000006_084.pt,6,84,1046.5022612023945,train
examples/0000006_091.pt,6,91,1567.981743926997,train
examples/0000006_098.pt,6,98,2349.31814333926,train
examples/0000007_021.pt,7,21,27.5,test
examples/0000007_028.pt,7,28,41.20344461410875,test
examples/0000007_035.pt,7,35,61.7354126570155,test
examples/0000007_042.pt,7,42,92.4986056779086,test
examples/0000007_049.pt,7,49,138.59131548843604,test
examples/0000007_056.pt,7,56,207.65234878997256,test
examples/0000007_063.pt,7,63,311.1269837220809,test
examples/0000007_070.pt,7,70,466.1637615180899,test
examples/0000007_077.pt,7,77,698.4564628660078,test
examples/0000007_084.pt,7,84,1046.5022612023945,test
examples/0000007_091.pt,7,91,1567.981743926997,test
examples/0000007_098.pt,7,98,2349.31814333926,test
examples/0000008_021.pt,8,21,27.5,test
examples/0000008_028.pt,8,28,41.20344461410875,test
examples/0000008_035.pt,8,35,61.7354126570155,test
examples/0000008_042.pt,8,42,92.4986056779086,test
examples/0000008_049.pt,8,49,138.59131548843604,test
examples/0000008_056.pt,8,56,207.65234878997256,test
examples/0000008_063.pt,8,63,311.1269837220809,test
examples/0000008_070.pt,8,70,466.1637615180899,test
examples/0000008_077.pt,8,77,698.4564628660078,test
examples/0000008_084.pt,8,84,1046.5022612023945,test
examples/0000008_091.pt,8,91,1567.981743926997,test
examples/0000008_098.pt,8,98,2349.31814333926,test
examples/0000009_021.pt,9,21,27.5,train
examples/0000009_028.pt,9,28,41.20344461410875,train
examples/0000009_035.pt,9,35,61.7354126570155,train
examples/0000009_042.pt,9,42,92.4986056779086,train
examples/0000009_049.pt,9,49,138.59131548843604,train
examples/0000009_056.pt,9,56,207.65234878997256,train
examples/0000009_063.pt,9,63,311.1269837220809,train
examples/0000009_070.pt,9,70,466.1637615180899,train
examples/0000009_077.pt,9,77,698.4564628660078,train
examples/0000009_084.pt,9,84,1046.5022612023945,train
examples/0000009_091.pt,9,91,1567.981743926997,train
examples/0000009_098.pt,9,98,2349.31814333926,train
examples/0000010_021.pt,10,21,27.5,train
examples/0000010_028.pt,10,28,41.20344461410875,train
examples/0000010_035.pt,10,35,61.7354126570155,train
examples/0000010_042.pt,10,42,92.4986056779086,train
examples/0000010_049.pt,10,49,138.59131548843604,train
examples/0000010_056.pt,10,56,207.65234878997256,train
examples/0000010_063.pt,10,63,311.1269837220809,train
examples/0000010_070.pt,10,70,466.1637615180899,train
examples/0000010_077.pt,10,77,698.4564628660078,train
examples/0000010_084.pt,10,84,1046.5022612023945,train
examples/0000010_091.pt,10,91,1567.981743926997,train
examples/0000010_098.pt,10,98,2349.31814333926,train
examples/0000011_021.pt,11,21,27.5,test
examples/0000011_028.pt,11,28,41.20344461410875,test
examples/0000011_035.pt,11,35,61.7354126570155,test
examples/0000011_042.pt,11,42,92.4986056779086,test
examples/0000011_049.pt,11,49,138.59131548843604,test
examples/0000011_056.pt,11,56,207.65234878997256,test
examples/0000011_063.pt,11,63,311.1269837220809,test
examples/0000011_070.pt,11,70,466.1637615180899,test
examples/0000011_077.pt,11,77,698.4564628660078,test
examples/0000011_084.pt,11,84,1046.5022612023945,test
examples/0000011_091.pt,11,91,1567.981743926997,test
examples/0000011_098.pt,11,98,2349.31814333926,test
examples/0000012_021.pt,12,21,27.5,train
examples/0000012_028.pt,12,28,41.20344461410875,train
examples/0000012_035.pt,12,35,61.7354126570155,train
examples/0000012_042.pt,12,42,92.4986056779086,train
examples/0000012_049.pt,12,49,138.59131548843604,train
examples/0000012_056.pt,12,56,207.65234878997256,train
examples/0000012_063.pt,12,63,311.1269837220809,train
examples/0000012_070.pt,12,70,466.1637615180899,train
examples/0000012_077.pt,12,77,698.4564628660078,train
examples/0000012_084.pt,12,84,1046.5022612023945,train
examples/0000012_091.pt,12,91,1567.981743926997,train
examples/0000012_098.pt,12,98,2349.31814333926,train
examples/0000013_021.pt,13,21,27.5,train
examples/0000013_028.pt,13,28,41.20344461410875,train
examples/0000013_035.pt,13,35,61.7354126570155,train
examples/0000013_042.pt,13,42,92.4986056779086,train
examples/0000013_049.pt,13,49,138.59131548843604,train
examples/0000013_056.pt,13,56,207.65234878997256,train
examples/0000013_063.pt,13,63,311.1269837220809,train
examples/0000013_070.pt,13,70,466.1637615180899,train
examples/0000013_077.pt,13,77,698.4564628660078,train
examples/0000013_084.pt,13,84,1046.5022612023945,train
examples/0000013_091.pt,13,91,1567.981743926997,train
examples/0000013_098.pt,13,98,2349.31814333926,train
examples/0000014_021.pt,14,21,27.5,train
examples/0000014_028.pt,14,28,41.20344461410875,train
examples/0000014_035.pt,14,35,61.7354126570155,train
examples/0000014_042.pt,14,42,92.4986056779086,train
examples/0000014_049.pt,14,49,138.59131548843604,train
examples/0000014_056.pt,14,56,207.65234878997256,train
examples/0000014_063.pt,14,63,311.1269837220809,train
examples/0000014_070.pt,14,70,466.1637615180899,train
examples/0000014_077.pt,14,77,698.4564628660078,train
examples/0000014_084.pt,14,84,1046.5022612023945,train
examples/0000014_091.pt,14,91,1567.981743926997,train
examples/0000014_098.pt,14,98,2349.31814333926,train
examples/0000015_021.pt,15,21,27.5,train
examples/0000015_028.pt,15,28,41.20344461410875,train
examples/0000015_035.pt,15,35,61.7354126570155,train
examples/0000015_042.pt,15,42,92.4986056779086,train
examples/0000015_049.pt,15,49,138.59131548843604,train
examples/0000015_056.pt,15,56,207.65234878997256,train
examples/0000015_063.pt,15,63,311.1269837220809,train
examples/0000015_070.pt,15,70,466.1637615180899,train
examples/0000015_077.pt,15,77,698.4564628660078,train
examples/0000015_084.pt,15,84,1046.5022612023945,train
examples/0000015_091.pt,15,91,1567.981743926997,train
examples/0000015_098.pt,15,98,2349.31814333926,train
examples/0000016_021.pt,16,21,27.5,test
examples/0000016_028.pt,16,28,41.20344461410875,test
examples/0000016_035.pt,16,35,61.7354126570155,test
examples/0000016_042.pt,16,42,92.4986056779086,test
examples/0000016_049.pt,16,49,138.59131548843604,test
examples/0000016_056.pt,16,56,207.65234878997256,test
examples/0000016_063.pt,16,63,311.1269837220809,test
examples/0000016_070.pt,16,70,466.1637615180899,test
examples/0000016_077.pt,16,77,698.4564628660078,test
examples/0000016_084.pt,16,84,1046.5022612023945,test
examples/0000016_091.pt,16,91,1567.981743926997,test
examples/0000016_098.pt,16,98,2349.31814333926,test
examples/0000017_021.pt,17,21,27.5,test
examples/0000017_028.pt,17,28,41.20344461410875,test
examples/0000017_035.pt,17,35,61.7354126570155,test
examples/0000017_042.pt,17,42,92.4986056779086,test
examples/0000017_049.pt,17,49,138.59131548843604,test
examples/0000017_056.pt,17,56,207.65234878997256,test
examples/0000017_063.pt,17,63,311.1269837220809,test
examples/0000017_070.pt,17,70,466.1637615180899,test
examples/0000017_077.pt,17,77,698.4564628660078,test
examples/0000017_084.pt,17,84,1046.5022612023945,test
examples/0000017_091.pt,17,91,1567.981743926997,test
examples/0000017_098.pt,17,98,2349.31814333926,test
examples/0000018_021.pt,18,21,27.5,train
examples/0000018_028.pt,18,28,41.20344461410875,train
examples/0000018_035.pt,18,35,61.7354126570155,train
examples/0000018_042.pt,18,42,92.4986056779086,train
examples/0000018_049.pt,18,49,138.59131548843604,train
examples/0000018_056.pt,18,56,207.65234878997256,train
examples/0000018_063.pt,18,63,311.1269837220809,train
examples/0000018_070.pt,18,70,466.1637615180899,train
examples/0000018_077.pt,18,77,698.4564628660078,train
examples/0000018_084.pt,18,84,1046.5022612023945,train
examples/0000018_091.pt,18,91,1567.981743926997,train
examples/0000018_098.pt,18,98,2349.31814333926,train
examples/0000019_021.pt,19,21,27.5,train
examples/0000019_028.pt,19,28,41.20344461410875,train
examples/0000019_035.pt,19,35,61.7354126570155,train
examples/0000019_042.pt,19,42,92.4986056779086,train
examples/0000019_049.pt,19,49,138.59131548843604,train
examples/0000019_056.pt,19,56,207.65234878997256,train
examples/0000019_063.pt,19,63,311.1269837220809,train
examples/0000019_070.pt,19,70,466.1637615180899,train
examples/0000019_077.pt,19,77,698.4564628660078,train
examples/0000019_084.pt,19,84,1046.5022612023945,train
examples/0000019_091.pt,19,91,1567.981743926997,train
examples/0000019_098.pt,19,98,2349.31814333926,train
examples/0000020_021.pt,20,21,27.5,train
examples/0000020_028.pt,20,28,41.20344461410875,train
examples/0000020_035.pt,20,35,61.7354126570155,train
examples/0000020_042.pt,20,42,92.4986056779086,train
examples/0000020_049.pt,20,49,138.59131548843604,train
examples/0000020_056.pt,20,56,207.65234878997256,train
examples/0000020_063.pt,20,63,311.1269837220809,train
examples/0000020_070.pt,20,70,466.1637615180899,train
examples/0000020_077.pt,20,77,698.4564628660078,train
examples/0000020_084.pt,20,84,1046.5022612023945,train
examples/0000020_091.pt,20,91,1567.981743926997,train
examples/0000020_098.pt,20,98,2349.31814333926,train
examples/0000021_021.pt,21,21,27.5,test
examples/0000021_028.pt,21,28,41.20344461410875,test
examples/0000021_035.pt,21,35,61.7354126570155,test
examples/0000021_042.pt,21,42,92.4986056779086,test
examples/0000021_049.pt,21,49,138.59131548843604,test
examples/0000021_056.pt,21,56,207.65234878997256,test
examples/0000021_063.pt,21,63,311.1269837220809,test
examples/0000021_070.pt,21,70,466.1637615180899,test
examples/0000021_077.pt,21,77,698.4564628660078,test
examples/0000021_084.pt,21,84,1046.5022612023945,test
examples/0000021_091.pt,21,91,1567.981743926997,test
examples/0000021_098.pt,21,98,2349.31814333926,test
examples/0000022_021.pt,22,21,27.5,test
examples/0000022_028.pt,22,28,41.20344461410875,test
examples/0000022_035.pt,22,35,61.7354126570155,test
examples/0000022_042.pt,22,42,92.4986056779086,test
examples/0000022_049.pt,22,49,138.59131548843604,test
examples/0000022_056.pt,22,56,207.65234878997256,test
examples/0000022_063.pt,22,63,311.1269837220809,test
examples/0000022_070.pt,22,70,466.1637615180899,test
examples/0000022_077.pt,22,77,698.4564628660078,test
examples/0000022_084.pt,22,84,1046.5022612023945,test
examples/0000022_091.pt,22,91,1567.981743926997,test
examples/0000022_098.pt,22,98,2349.31814333926,test
examples/0000023_021.pt,23,21,27.5,test
examples/0000023_028.pt,23,28,41.20344461410875,test
examples/0000023_035.pt,23,35,61.7354126570155,test
examples/0000023_042.pt,23,42,92.4986056779086,test
examples/0000023_049.pt,23,49,138.59131548843604,test
examples/0000023_056.pt,23,56,207.65234878997256,test
examples/0000023_063.pt,23,63,311.1269837220809,test
examples/0000023_070.pt,23,70,466.1637615180899,test
examples/0000023_077.pt,23,77,698.4564628660078,test
examples/0000023_084.pt,23,84,1046.5022612023945,test
examples/0000023_091.pt,23,91,1567.981743926997,test
examples/0000023_098.pt,23,98,2349.31814333926,test
examples/0000024_021.pt,24,21,27.5,train
examples/0000024_028.pt,24,28,41.20344461410875,train
examples/0000024_035.pt,24,35,61.7354126570155,train
examples/0000024_042.pt,24,42,92.4986056779086,train
examples/0000024_049.pt,24,49,138.59131548843604,train
examples/0000024_056.pt,24,56,207.65234878997256,train
examples/0000024_063.pt,24,63,311.1269837220809,train
examples/0000024_070.pt,24,70,466.1637615180899,train
examples/0000024_077.pt,24,77,698.4564628660078,train
examples/0000024_084.pt,24,84,1046.5022612023945,train
examples/0000024_091.pt,24,91,1567.981743926997,train
examples/0000024_098.pt,24,98,2349.31814333926,train
examples/0000025_021.pt,25,21,27.5,test
examples/0000025_028.pt,25,28,41.20344461410875,test
examples/0000025_035.pt,25,35,61.7354126570155,test
examples/0000025_042.pt,25,42,92.4986056779086,test
examples/0000025_049.pt,25,49,138.59131548843604,test
examples/0000025_056.pt,25,56,207.65234878997256,test
examples/0000025_063.pt,25,63,311.1269837220809,test
examples/0000025_070.pt,25,70,466.1637615180899,test
examples/0000025_077.pt,25,77,698.4564628660078,test
examples/0000025_084.pt,25,84,1046.5022612023945,test
examples/0000025_091.pt,25,91,1567.981743926997,test
examples/0000025_098.pt,25,98,2349.31814333926,test
examples/0000026_021.pt,26,21,27.5,train
examples/0000026_028.pt,26,28,41.20344461410875,train
examples/0000026_035.pt,26,35,61.7354126570155,train
examples/0000026_042.pt,26,42,92.4986056779086,train
examples/0000026_049.pt,26,49,138.59131548843604,train
examples/0000026_056.pt,26,56,207.65234878997256,train
examples/0000026_063.pt,26,63,311.1269837220809,train
examples/0000026_070.pt,26,70,466.1637615180899,train
examples/0000026_077.pt,26,77,698.4564628660078,train
examples/0000026_084.pt,26,84,1046.5022612023945,train
examples/0000026_091.pt,26,91,1567.981743926997,train
examples/0000026_098.pt,26,98,2349.31814333926,train
examples/0000027_021.pt,27,21,27.5,train
examples/0000027_028.pt,27,28,41.20344461410875,train
examples/0000027_035.pt,27,35,61.7354126570155,train
examples/0000027_042.pt,27,42,92.4986056779086,train
examples/0000027_049.pt,27,49,138.59131548843604,train
examples/0000027_056.pt,27,56,207.65234878997256,train
examples/0000027_063.pt,27,63,311.1269837220809,train
examples/0000027_070.pt,27,70,466.1637615180899,train
examples/0000027_077.pt,27,77,698.4564628660078,train
examples/0000027_084.pt,27,84,1046.5022612023945,train
examples/0000027_091.pt,27,91,1567.981743926997,train
examples/0000027_098.pt,27,98,2349.31814333926,train
examples/0000028_021.pt,28,21,27.5,train
examples/0000028_028.pt,28,28,41.20344461410875,train
examples/0000028_035.pt,28,35,61.7354126570155,train
examples/0000028_042.pt,28,42,92.4986056779086,train
examples/0000028_049.pt,28,49,138.59131548843604,train
examples/0000028_056.pt,28,56,207.65234878997256,train
examples/0000028_063.pt,28,63,311.1269837220809,train
examples/0000028_070.pt,28,70,466.1637615180899,train
examples/0000028_077.pt,28,77,698.4564628660078,train
examples/0000028_084.pt,28,84,1046.5022612023945,train
examples/0000028_091.pt,28,91,1567.981743926997,train
examples/0000028_098.pt,28,98,2349.31814333926,train
examples/0000029_021.pt,29,21,27.5,test
examples/0000029_028.pt,29,28,41.20344461410875,test
examples/0000029_035.pt,29,35,61.7354126570155,test
examples/0000029_042.pt,29,42,92.4986056779086,test
examples/0000029_049.pt,29,49,138.59131548843604,test
examples/0000029_056.pt,29,56,207.65234878997256,test
examples/0000029_063.pt,29,63,311.1269837220809,test
examples/0000029_070.pt,29,70,466.1637615180899,test
examples/0000029_077.pt,29,77,698.4564628660078,test
examples/0000029_084.pt,29,84,1046.5022612023945,test
examples/0000029_091.pt,29,91,1567.981743926997,test
examples/0000029_098.pt,29,98,2349.31814333926,test
examples/0000030_021.pt,30,21,27.5,train
examples/0000030_028.pt,30,28,41.20344461410875,train
examples/0000030_035.pt,30,35,61.7354126570155,train
examples/0000030_042.pt,30,42,92.4986056779086,train
examples/0000030_049.pt,30,49,138.59131548843604,train
examples/0000030_056.pt,30,56,207.65234878997256,train
examples/0000030_063.pt,30,63,311.1269837220809,train
examples/0000030_070.pt,30,70,466.1637615180899,train
examples/0000030_077.pt,30,77,698.4564628660078,train
examples/0000030_084.pt,30,84,1046.5022612023945,train
examples/0000030_091.pt,30,91,1567.981743926997,train
examples/0000030_098.pt,30,98,2349.31814333926,train
examples/0000031_021.pt,31,21,27.5,train
examples/0000031_028.pt,31,28,41.20344461410875,train
examples/0000031_035.pt,31,35,61.7354126570155,train
examples/0000031_042.pt,31,42,92.4986056779086,train
examples/0000031_049.pt,31,49,138.59131548843604,train
examples/0000031_056.pt,31,56,207.65234878997256,train
examples/0000031_063.pt,31,63,311.1269837220809,train
examples/0000031_070.pt,31,70,466.1637615180899,train
examples/0000031_077.pt,31,77,698.4564628660078,train
examples/0000031_084.pt,31,84,1046.5022612023945,train
examples/0000031_091.pt,31,91,1567.981743926997,train
examples/0000031_098.pt,31,98,2349.31814333926,train
examples/0000032_021.pt,32,21,27.5,train
examples/0000032_028.pt,32,28,41.20344461410875,train
examples/0000032_035.pt,32,35,61.7354126570155,train
examples/0000032_042.pt,32,42,92.4986056779086,train
examples/0000032_049.pt,32,49,138.59131548843604,train
examples/0000032_056.pt,32,56,207.65234878997256,train
examples/0000032_063.pt,32,63,311.1269837220809,train
examples/0000032_070.pt,32,70,466.1637615180899,train
examples/0000032_077.pt,32,77,698.4564628660078,train
examples/0000032_084.pt,32,84,1046.5022612023945,train
examples/0000032_091.pt,32,91,1567.981743926997,train
examples/0000032_098.pt,32,98,2349.31814333926,train
examples/0000033_021.pt,33,21,27.5,train
examples/0000033_028.pt,33,28,41.20344461410875,train
examples/0000033_035.pt,33,35,61.7354126570155,train
examples/0000033_042.pt,33,42,92.4986056779086,train
examples/0000033_049.pt,33,49,138.59131548843604,train
examples/0000033_056.pt,33,56,207.65234878997256,train
examples/0000033_063.pt,33,63,311.1269837220809,train
examples/0000033_070.pt,33,70,466.1637615180899,train
examples/0000033_077.pt,33,77,698.4564628660078,train
examples/0000033_084.pt,33,84,1046.5022612023945,train
examples/0000033_091.pt,33,91,1567.981743926997,train
examples/0000033_098.pt,33,98,2349.31814333926,train
examples/0000034_021.pt,34,21,27.5,train
examples/0000034_028.pt,34,28,41.20344461410875,train
examples/0000034_035.pt,34,35,61.7354126570155,train
examples/0000034_042.pt,34,42,92.4986056779086,train
examples/0000034_049.pt,34,49,138.59131548843604,train
examples/0000034_056.pt,34,56,207.65234878997256,train
examples/0000034_063.pt,34,63,311.1269837220809,train
examples/0000034_070.pt,34,70,466.1637615180899,train
examples/0000034_077.pt,34,77,698.4564628660078,train
examples/0000034_084.pt,34,84,1046.5022612023945,train
examples/0000034_091.pt,34,91,1567.981743926997,train
examples/0000034_098.pt,34,98,2349.31814333926,train
examples/0000035_021.pt,35,21,27.5,train
examples/0000035_028.pt,35,28,41.20344461410875,train
examples/0000035_035.pt,35,35,61.7354126570155,train
examples/0000035_042.pt,35,42,92.4986056779086,train
examples/0000035_049.pt,35,49,138.59131548843604,train
examples/0000035_056.pt,35,56,207.65234878997256,train
examples/0000035_063.pt,35,63,311.1269837220809,train
examples/0000035_070.pt,35,70,466.1637615180899,train
examples/0000035_077.pt,35,77,698.4564628660078,train
examples/0000035_084.pt,35,84,1046.5022612023945,train
examples/0000035_091.pt,35,91,1567.981743926997,train
examples/0000035_098.pt,35,98,2349.31814333926,train
examples/0000036_021.pt,36,21,27.5,train
examples/0000036_028.pt,36,28,41.20344461410875,train
examples/0000036_035.pt,36,35,61.7354126570155,train
examples/0000036_042.pt,36,42,92.4986056779086,train
examples/0000036_049.pt,36,49,138.59131548843604,train
examples/0000036_056.pt,36,56,207.65234878997256,train
examples/0000036_063.pt,36,63,311.1269837220809,train
examples/0000036_070.pt,36,70,466.1637615180899,train
examples/0000036_077.pt,36,77,698.4564628660078,train
examples/0000036_084.pt,36,84,1046.5022612023945,train
examples/0000036_091.pt,36,91,1567.981743926997,train
examples/0000036_098.pt,36,98,2349.31814333926,train
examples/0000037_021.pt,37,21,27.5,train
examples/0000037_028.pt,37,28,41.20344461410875,train
examples/0000037_035.pt,37,35,61.7354126570155,train
examples/0000037_042.pt,37,42,92.4986056779086,train
examples/0000037_049.pt,37,49,138.59131548843604,train
examples/0000037_056.pt,37,56,207.65234878997256,train
examples/0000037_063.pt,37,63,311.1269837220809,train
examples/0000037_070.pt,37,70,466.1637615180899,train
examples/0000037_077.pt,37,77,698.4564628660078,train
examples/0000037_084.pt,37,84,1046.5022612023945,train
examples/0000037_091.pt,37,91,1567.981743926997,train
examples/0000037_098.pt,37,98,2349.31814333926,train
examples/0000038_021.pt,38,21,27.5,test
examples/0000038_028.pt,38,28,41.20344461410875,test
examples/0000038_035.pt,38,35,61.7354126570155,test
examples/0000038_042.pt,38,42,92.4986056779086,test
examples/0000038_049.pt,38,49,138.59131548843604,test
examples/0000038_056.pt,38,56,207.65234878997256,test
examples/0000038_063.pt,38,63,311.1269837220809,test
examples/0000038_070.pt,38,70,466.1637615180899,test
examples/0000038_077.pt,38,77,698.4564628660078,test
examples/0000038_084.pt,38,84,1046.5022612023945,test
examples/0000038_091.pt,38,91,1567.981743926997,test
examples/0000038_098.pt,38,98,2349.31814333926,test
examples/0000039_021.pt,39,21,27.5,train
examples/0000039_028.pt,39,28,41.20344461410875,train
examples/0000039_035.pt,39,35,61.7354126570155,train
examples/0000039_042.pt,39,42,92.4986056779086,train
examples/0000039_049.pt,39,49,138.59131548843604,train
examples/0000039_056.pt,39,56,207.65234878997256,train
examples/0000039_063.pt,39,63,311.1269837220809,train
examples/0000039_070.pt,39,70,466.1637615180899,train
examples/0000039_077.pt,39,77,698.4564628660078,train
examples/0000039_084.pt,39,84,1046.5022612023945,train
examples/0000039_091.pt,39,91,1567.981743926997,train
examples/0000039_098.pt,39,98,2349.31814333926,train
examples/0000040_021.pt,40,21,27.5,train
examples/0000040_028.pt,40,28,41.20344461410875,train
examples/0000040_035.pt,40,35,61.7354126570155,train
examples/0000040_042.pt,40,42,92.4986056779086,train
examples/0000040_049.pt,40,49,138.59131548843604,train
examples/0000040_056.pt,40,56,207.65234878997256,train
examples/0000040_063.pt,40,63,311.1269837220809,train
examples/0000040_070.pt,40,70,466.1637615180899,train
examples/0000040_077.pt,40,77,698.4564628660078,train
examples/0000040_084.pt,40,84,1046.5022612023945,train
examples/0000040_091.pt,40,91,1567.981743926997,train
examples/0000040_098.pt,40,98,2349.31814333926,train
examples/0000041_021.pt,41,21,27.5,train
examples/0000041_028.pt,41,28,41.20344461410875,train
examples/0000041_035.pt,41,35,61.7354126570155,train
examples/0000041_042.pt,41,42,92.4986056779086,train
examples/0000041_049.pt,41,49,138.59131548843604,train
examples/0000041_056.pt,41,56,207.65234878997256,train
examples/0000041_063.pt,41,63,311.1269837220809,train
examples/0000041_070.pt,41,70,466.1637615180899,train
examples/0000041_077.pt,41,77,698.4564628660078,train
examples/0000041_084.pt,41,84,1046.5022612023945,train
examples/0000041_091.pt,41,91,1567.981743926997,train
examples/0000041_098.pt,41,98,2349.31814333926,train
examples/0000042_021.pt,42,21,27.5,train
examples/0000042_028.pt,42,28,41.20344461410875,train
examples/0000042_035.pt,42,35,61.7354126570155,train
examples/0000042_042.pt,42,42,92.4986056779086,train
examples/0000042_049.pt,42,49,138.59131548843604,train
examples/0000042_056.pt,42,56,207.65234878997256,train
examples/0000042_063.pt,42,63,311.1269837220809,train
examples/0000042_070.pt,42,70,466.1637615180899,train
examples/0000042_077.pt,42,77,698.4564628660078,train
examples/0000042_084.pt,42,84,1046.5022612023945,train
examples/0000042_091.pt,42,91,1567.981743926997,train
examples/0000042_098.pt,42,98,2349.31814333926,train
examples/0000043_021.pt,43,21,27.5,train
examples/0000043_028.pt,43,28,41.20344461410875,train
examples/0000043_035.pt,43,35,61.7354126570155,train
examples/0000043_042.pt,43,42,92.4986056779086,train
examples/0000043_049.pt,43,49,138.59131548843604,train
examples/0000043_056.pt,43,56,207.65234878997256,train
examples/0000043_063.pt,43,63,311.1269837220809,train
examples/0000043_070.pt,43,70,466.1637615180899,train
examples/0000043_077.pt,43,77,698.4564628660078,train
examples/0000043_084.pt,43,84,1046.5022612023945,train
examples/0000043_091.pt,43,91,1567.981743926997,train
examples/0000043_098.pt,43,98,2349.31814333926,train
examples/0000044_021.pt,44,21,27.5,train
examples/0000044_028.pt,44,28,41.20344461410875,train
examples/0000044_035.pt,44,35,61.7354126570155,train
examples/0000044_042.pt,44,42,92.4986056779086,train
examples/0000044_049.pt,44,49,138.59131548843604,train
examples/0000044_056.pt,44,56,207.65234878997256,train
examples/0000044_063.pt,44,63,311.1269837220809,train
examples/0000044_070.pt,44,70,466.1637615180899,train
examples/0000044_077.pt,44,77,698.4564628660078,train
examples/0000044_084.pt,44,84,1046.5022612023945,train
examples/0000044_091.pt,44,91,1567.981743926997,train
examples/0000044_098.pt,44,98,2349.31814333926,train
examples/0000045_021.pt,45,21,27.5,train
examples/0000045_028.pt,45,28,41.20344461410875,train
