id,title,artist,chart_date,chords
139,The Way You Do The Things You Do,UB40,1990-09-29,N|N|N|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Db:maj|Db:maj|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Eb:maj|Db:maj|Eb:maj|Db:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Db:maj|Db:maj|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Eb:maj|Db:maj|Eb:maj|Db:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Ab:maj|Db:maj|Ab:maj|Ab:maj|Ab:maj|Db:maj|Ab:maj|Ab:maj|Ab:maj|N|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Eb:maj|Db:maj|Eb:maj|Db:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Db:maj|Db:maj|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Eb:maj|Db:maj|Eb:maj|Db:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|Db:maj/5|Ab:maj|Ab:maj|Ab:maj|N
140,La Grange,ZZ Top,1974-06-29,N|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|C:min7|A:(b7)/b7|A:(13)/6|F:(3)|A:5|A:(b7)/b7|A:(13)/6|F:(3)|A:5|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|A:min7|N
145,Runaround Sue,Dion,1961-12-18,N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|A:maj|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|A:maj|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|N|N|G:maj|G:maj|D:maj|D:maj|G:maj|G:maj|A:maj|N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|N|N|G:maj|G:maj|D:maj|D:maj|G:maj|G:maj|A:maj|N|N|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|A:maj|A:maj|D:maj|D:maj|B:min|B:min|G:maj|G:maj|A:maj|A:maj|A:maj|N|N|N
147,Wheels,The String-A-Longs,1961-02-06,N|F:maj|F:maj|C:maj|C:maj|F:maj|F:maj|C:maj|F:maj|F:maj|F:maj|C:maj|C:maj|F:maj|F:maj|C:maj|F:maj|C:maj|F:maj|C:maj|F:maj|C:maj|F:maj|C:maj|F:maj|G:maj|G:maj|D:maj|D:maj|G:maj|G:maj|D:maj|G:maj|G:maj|G:maj|D:maj|D:maj|G:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|G:maj|G:maj|D:maj|D:maj|G:maj|G:maj|D:maj|G:maj|D:maj|G:maj|D:maj|G:maj|G:maj|N
148,Spirits In The Material World,The Police,1982-03-27,N|N|N|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|C:maj|D:min7|F:maj(9)|A:min7|F:maj|D:min|D:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|A:min(9)|A:min/b3|G:maj|E:min|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|C:maj|D:maj|D:maj|G:maj|C:maj|D:maj|D:maj|G:maj|C:maj|C:maj|N
149,Just When I Needed You Most,Randy Vanwarmer,1979-07-21,N|A:maj|A:7|A:maj6|A:maj|A:maj|A:7|A:maj6|A:maj|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|B:min|A:maj/5|E:maj|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|E:maj|A:maj|E:maj/5|A:maj/3|A:maj/3|D:maj|A:maj|E:7|A:maj|A:7|A:maj|A:7|A:maj6|A:maj|D:maj|A:maj|B:min|E:maj|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|E:maj|A:maj|E:maj/5|A:maj/3|A:maj/3|D:maj|A:maj|E:7|A:maj|A:7|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|B:min|E:maj|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|E:7|A:maj|A:maj|A:maj|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|B:min|E:maj|A:maj|A:7|A:maj6|D:maj/5|D:maj|A:maj|E:maj|A:maj|E:maj/5|A:maj/3|D:maj|A:maj|E:maj|A:maj|E:maj/5|A:maj/3|D:maj|A:maj|E:maj|E:maj|A:maj|A:7|A:maj6|A:maj|A:maj|N|N|N
150,What's Love Got To Do With It,Tina Turner,1984-09-29,N|G#:min7|G#:min7|F#:maj/2|F#:maj/2|G#:min7|G#:min7|F#:maj/2|F#:maj/2|F#:maj/2|G#:min7|G#:min7|F#:maj/2|F#:maj/2|G#:min7|G#:min7|F#:maj/2|E:maj|F#:maj|F#:maj|E:maj|F#:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|G#:min7|G#:min7|F#:maj/2|F#:maj/2|G#:min7|G#:min7|F#:maj/2|F#:maj/2|E:maj|F#:maj|F#:maj|E:maj|F#:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|B:maj|F#:maj|E:maj|F#:maj|F#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|F#:maj|B:maj/2|C#:maj|B:maj/2|C#:maj|A:maj|B:maj/b7|G#:min7|C#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|C#:maj|G#:maj|F#:maj|G#:maj|C#:maj|G#:maj|F#:maj|G#:maj|G#:maj|N|N|N
153,Walk Right Back,The Everly Brothers,1961-05-01,N|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Gb:maj|Db:maj/3|Eb:min|Gb:maj6|Gb:maj6|Db:maj|Db:maj|Ab:7|Ab:9|Ab:7|Ab:9|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Ab:7|Ab:9|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj|Db:maj6|Db:maj7|Db:maj6|Gb:maj|Db:maj/3|Eb:min|Gb:maj6|Gb:maj6|Db:maj|Db:maj|Ab:7|Ab:9|Ab:7|Ab:9|Db:maj|Db:maj6|Db:maj7|Db:maj6|Ab:7|Ab:9|Ab:7|Ab:9|Db:maj|Db:maj6|Db:maj7|Db:maj6|Db:maj6|N|N|N
154,Lonely Eyes,Robert John,1980-02-09,N|N|N|N|F:maj|A:min|Bb:maj|Bb:maj/2|Bb:maj/2|F:maj|C:maj/4|Bb:maj|G:min|Bb:maj/2|D:min|A:min|Bb:maj|Bb:maj/2|F:maj|A:min|Bb:maj|Bb:maj/2|F:maj|A:min|Bb:maj|Bb:min|F:maj|Bb:maj/2|F:maj|C:maj/4|Bb:maj|G:min|Bb:maj/2|F:maj|C:maj/4|Bb:maj|G:min|Bb:maj/2|D:min|A:min|Bb:maj|C:7|F:maj|A:min|Bb:maj|Bb:maj/2|F:maj|A:min|Bb:maj|Bb:min|F:maj|D:maj|G:maj|D:maj/4|C:maj|A:min|C:maj/2|E:min|B:min|C:maj|D:7|C:maj/2|G:maj|B:min|C:maj|C:maj/2|G:maj|B:min|C:maj|C:min|G:maj|C:maj/2|G:maj|B:min|C:maj|C:maj/2|G:maj|B:min|C:maj|C:maj/2|G:maj|B:min|C:maj|C:maj/2|C:maj/2|N
155,Forever Man,Eric Clapton,1985-04-20,N|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|G:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|C:maj|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|G:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|C:maj|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|G:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|C:maj|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|G:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|G:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|Bb:maj|C:maj|D:min|G:min|Bb:maj|C:maj|D:min|D:min|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:sus4(b7)|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|D:min7|N
157,Sleep Walk,Santo & Johnny,1959-08-24,N|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:maj|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:maj|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:min/3|Ab:maj|Db:maj|Gb:maj|Db:maj|Db:maj|Gb:maj|Gb:maj|Gb:min|Gb:min|Db:maj|Db:maj|Db:7|Db:7|Gb:maj|Gb:maj|Gb:min|Gb:min|Ab:7|Ab:7|Ab:7(#9)|Ab:7(#9)|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj|Db:maj|Bb:min|Gb:min|Ab:maj6(b7)|Ab:7|N|Db:maj7|Ab:7(b9)|Db:maj13|Db:maj13|Db:maj13|N
158,Something About You,Level 42,1986-03-22,N|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|C#:min7|D:maj|B:min|E:maj|C#:min7|D:maj|B:min|E:maj|C#:min7|D:maj|B:min|E:maj|C#:min7|D:maj|B:min|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|D:maj|E:maj|C#:min7|D:maj|B:min|E:maj|C#:min7|D:maj|B:min|E:maj|C#:min7|D:maj|B:min|E:maj|C#:min7|D:maj|B:min|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|D:maj|E:maj|E:maj|F#:min7|E:maj/3|C:maj|C:maj|N
159,Little Sister,Elvis Presley,1961-10-30,N|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|C:maj|B:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|N|E:maj|N|N|E:maj|E:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|C:maj|B:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|N|E:maj|N|N|E:maj|E:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|C:maj|B:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|E:maj|N|E:maj|N|N|E:maj|E:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|B:maj|C:maj|B:maj|E:maj|E:maj|B:maj|C:maj|B:maj|E:maj|E:maj|B:maj|C:maj|B:maj|E:maj|E:maj|E:maj|N
160,If You Need Me,Solomon Burke,1963-04-20,N|A:maj|E:7|F#:min|A:maj|E:7|E:7|A:maj|E:7|A:maj|D:maj|A:maj|E:7|F#:min|A:maj|E:7|A:maj|E:7|A:maj|D:maj|A:maj|E:7|F#:min|A:maj|E:7|A:maj|E:7|A:maj|D:maj|A:maj|E:7|F#:min|A:maj|E:7|A:maj|E:7|A:maj|D:maj|A:maj|E:7|F#:min|A:maj|A:maj|N|N|N
162,Sweet Nothin's,Brenda Lee,1960-01-04,N|N|N|N|G:maj|G:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|G:maj|C:maj|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:maj|C:maj|G:maj|G:maj|D:maj|C:maj|G:maj|G:maj|N|G:maj|G:maj|N
167,No Charge,Melba Montgomery,1974-06-08,N|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|C:maj|C:maj|C:maj|C:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|D:maj|D:maj|D:maj|D:maj|G:maj|G:maj|C:maj|C:maj|C:maj|C:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|C:maj|C:maj|C:maj|C:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|C:maj|C:maj|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|G:maj|G:maj|G:maj|G:maj|D:7|D:7|D:7|D:7|D:7|D:7|G:maj|G:maj|D:7|D:7|D:7|D:7|G:maj|G:maj|G:maj|N|N|N
168,San Franciscan Nights,The Animals,1967-09-16,N|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|E:1/1|N|N|C:maj|E:min/5|A:min7|E:min/b3|E:min/b3|C:maj|E:min/5|A:min7|E:min/b3|C:maj|E:min/5|A:min7|E:min/b3|D:min|F:maj|C:maj|C:maj|D:maj|F:maj|C:maj|D:maj|F:maj|C:maj|C:maj|E:min/5|A:min7|E:min/b3|C:maj|E:min/5|A:min7|E:min/b3|D:maj|F:maj|C:maj|C:maj|D:maj|F:maj|C:maj|D:maj|F:maj|C:maj|F:min|E:min|F:maj|G:maj|G:maj|G:maj|C:maj|E:min/5|A:min7|E:min/b3|C:maj|E:min/5|A:min7|E:min/b3|D:maj|F:maj|C:maj|C:maj|D:maj|F:maj|C:maj|D:maj|F:maj|C:maj|C:maj|C:maj|E:min/5|A:min7|E:min/b3|C:maj|E:min/5|A:min7|E:min/b3|D:maj|F:maj|C:maj|C:maj|D:maj|F:maj|C:maj|D:maj|F:maj|C:maj|F:min|E:min|F:maj|G:maj|G:maj|G:maj|C:maj|E:min/5|A:min7|E:min/b3|C:maj|E:min/5|A:min7|E:min/b3|D:maj|F:maj|C:maj|C:maj|D:maj|D:maj|N|N
169,Sea Of Heartbreak,Don Gibson,1961-06-19,N|G:maj|G:maj|G:maj|G:maj|D:7|D:7|G:maj|G:maj|E:min|E:min|C:maj|C:maj|D:7|D:7|G:maj|G:maj|E:min|E:min|C:maj|C:maj|D:7|D:7|G:maj|G:maj|D:7|D:7|G:7|G:7|C:maj|C:maj|G:maj|G:maj|D:7|D:7|G:maj|G:maj|C:maj|D:7|G:maj|G:maj|E:min|E:min|C:maj|C:maj|D:7|D:7|G:maj|G:maj|E:min|E:min|C:maj|C:maj|D:7|D:7|G:maj|G:maj|D:7|D:7|G:7|G:7|C:maj|C:maj|G:maj|G:maj|D:7|D:7|G:maj|G:maj|G:7|G:7|C:maj|C:maj|G:maj|G:7|C:maj|C:maj|B:7|B:7|G:maj|G:maj|E:min|E:min|C:maj|C:maj|D:7|D:7|G:maj|G:maj|E:min|E:min|C:maj|C:maj|D:7|D:7|G:maj|G:maj|D:7|D:7|G:7|G:7|C:maj|C:maj|G:maj|G:maj|D:7|D:7|G:maj|G:maj|C:maj|D:7|G:maj|G:maj|C:maj|D:7|D:7|N
170,Twilight Zone,Golden Earring,1983-02-19,N|B:min|B:min|B:5|B:5|F#:5|F#:5|C#:5|C#:5|B:5|B:5|B:5|B:min|B:min|E:min|E:min|F#:min|F#:min|B:min|B:min|B:min|B:min|E:min|E:min|F#:min|F#:min|B:min|B:min|B:min|B:min|A:sus4|A:sus4|G:sus4|G:sus4|F#:sus4|F#:sus4|G:5|E:5|B:5|B:5|G:5|E:5|B:5|B:5|B:min|B:min|E:min|E:min|F#:min|F#:min|B:min|B:min|B:min|B:min|E:min|E:min|F#:min|F#:min|B:min|B:min|B:min|B:min|A:sus4|A:sus4|G:sus4|G:sus4|F#:sus4|F#:sus4|G:5|E:5|B:5|B:5|G:5|E:5|B:5|E:5|E:5|E:5|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|B:min|A:sus4|A:sus4|G:sus4|G:sus4|F#:sus4|F#:sus4|B:min|B:min|A:sus4|A:sus4|G:sus4|G:sus4|F#:sus4|F#:sus4|G:5|E:5|B:5|B:5|G:5|E:5|B:5|B:5|G:5|E:5|B:5|B:5|G:5|E:5|B:5|B:5|G:5|E:5|B:5|B:5|B:5|N
176,25 Or 6 To 4,Chicago,1970-08-08,"N|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|F:maj|F:maj|C:maj|C:maj|G:maj|G:maj|F:maj|F:maj|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|F:maj|F:maj|C:maj|C:maj|G:maj|G:maj|F:maj|F:maj|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|F:maj|F:maj|C:maj|C:maj|G:maj|G:maj|F:maj|F:maj|A:min|A:min/b7|A:min/6|F:maj7|E:7|A:min|A:min/b7|A:min/6|F:maj7|E:7|D:min(9)|C:min(9)|B:7(b9,b13)|G:7/b3|B:maj/b7|B:maj/b7|B:maj/b7|B:maj/b7|N|N"
